/AwakeEventData/BLMITT41/Acquisition/acqDesc|/AwakeEventData/BLMITT41/Acquisition||b'\x05'|(1,")|""|S1"""
/AwakeEventData/BLMITT41/Acquisition/acqMsg|/AwakeEventData/BLMITT41/Acquisition||b'\x05'|(1,")|""|S1"""
/AwakeEventData/BLMITT41/Acquisition/acqState|/AwakeEventData/BLMITT41/Acquisition||1|(1,)|int32
/AwakeEventData/BLMITT41/Acquisition/acqTime|/AwakeEventData/BLMITT41/Acquisition||0|(1,)|int32
/AwakeEventData/BLMITT41/Acquisition/alarmStatus|/AwakeEventData/BLMITT41/Acquisition|||(40,)|int16
/AwakeEventData/BLMITT41/Acquisition/blrSignalStatus|/AwakeEventData/BLMITT41/Acquisition|||(40,)|int16
/AwakeEventData/BLMITT41/Acquisition/calLosses|/AwakeEventData/BLMITT41/Acquisition|||(40,)|float32
/AwakeEventData/BLMITT41/Acquisition/calLosses_unit|/AwakeEventData/BLMITT41/Acquisition||b'GRAY'|(1,")|""|S4"""
/AwakeEventData/BLMITT41/Acquisition/calLosses_unitExponent|/AwakeEventData/BLMITT41/Acquisition||0|(1,)|int32
/AwakeEventData/BLMITT41/Acquisition/calThresholds|/AwakeEventData/BLMITT41/Acquisition|||(40,)|float32
/AwakeEventData/BLMITT41/Acquisition/channelNames|/AwakeEventData/BLMITT41/Acquisition|||(15,")|""|S15"""
/AwakeEventData/BLMITT41/Acquisition/deviceName|/AwakeEventData/BLMITT41/Acquisition||b'Dummy'|(1,")|""|S5"""
/AwakeEventData/BLMITT41/Acquisition/enableExtFlagBIC|/AwakeEventData/BLMITT41/Acquisition|||(2,)|int32
/AwakeEventData/BLMITT41/Acquisition/measStamp|/AwakeEventData/BLMITT41/Acquisition||0|(1,)|int32
/AwakeEventData/BLMITT41/Acquisition/nbOfChannels|/AwakeEventData/BLMITT41/Acquisition||15|(1,)|int32
/AwakeEventData/BLMITT41/Acquisition/nbOfMeas|/AwakeEventData/BLMITT41/Acquisition||1|(1,)|int32
/AwakeEventData/BLMITT41/Acquisition/normLosses|/AwakeEventData/BLMITT41/Acquisition|||(40,)|float32
/AwakeEventData/BLMITT41/Acquisition/observables|/AwakeEventData/BLMITT41/Acquisition||0|(1,)|int32
/AwakeEventData/BLMITT41/Acquisition/rawLosses|/AwakeEventData/BLMITT41/Acquisition|||(40,)|int16
/AwakeEventData/BLMITT41/Acquisition/totalGains|/AwakeEventData/BLMITT41/Acquisition|||(5,)|int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/height|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||1080|(1,)|int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/horProjection|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage|||(2048,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/imageRawData|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage|||(1080, 2048)|int16
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/intensityHistogram|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage|||(1000,)|int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/pixelSize|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||1.0|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/verProjection|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage|||(1080,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage/width|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/ExtractionImage||2048|(1,)|int32
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/delayTime|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings||750.0|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/exposureTime|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings||10000.0|(1,)|float64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/gain|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings||36|(1,)|int64
/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings/triggerMode|/AwakeEventData/BOVWA.01TCC4.AWAKECAM01/PublishedSettings||b'On'|(1,")|""|S2"""
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/height|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||2048|(1,)|int32
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/horProjection|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage|||(2592,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/imageRawData|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage|||(2048, 2592)|int16
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/intensityHistogram|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage|||(1000,)|int32
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/pixelSize|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage||0.0048|(1,)|float64
/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage/verProjection|/AwakeEventData/BOVWA.01TCV4.CAM8/ExtractionImage|||(2048,)|float64
