DatasetName,GroupName,DatasetAttributes,DatasetValue,Shape,Datatype
/AwakeEventData/AIRTR01/Acq/numericPosition,/AwakeEventData/AIRTR01/Acq,"{'exception': 'False', 'acqStamp': '1541808528117705000', 'comment': ""b'Marker laser delay stage in mm'""}",67.5,"(1,)",float32
/AwakeEventData/AIRTR02/Acq/numericPosition,/AwakeEventData/AIRTR02/Acq,"{'exception': 'False', 'acqStamp': '1541808528117705000', 'comment': ""b'Linear Translator in TCV4'""}",30.0,"(1,)",float32
/AwakeEventData/AWAKEInjPhaseShifter/PhaseReadback/phaseACurrentValue,/AwakeEventData/AWAKEInjPhaseShifter/PhaseReadback,"{'exception': 'False', 'acqStamp': '1541808519001000000', 'comment': ""b'SPS-AWAKE RF phase'""}",-23.75,"(1,)",float32
/AwakeEventData/BLMITT41/Acquisition/acqDesc,0,,,,
/AwakeEventData/BLMITT41/Acquisition/acqMsg,1,,,,
/AwakeEventData/BLMITT41/Acquisition/acqState,2,,,,
/AwakeEventData/BLMITT41/Acquisition/acqTime,3,,,,
/AwakeEventData/BLMITT41/Acquisition/alarmStatus,/AwakeEventData/BLMITT41/Acquisition,,,"(40,)",int16
/AwakeEventData/BLMITT41/Acquisition/blrSignalStatus,/AwakeEventData/BLMITT41/Acquisition,,,"(40,)",int16
/AwakeEventData/BLMITT41/Acquisition/calLosses,/AwakeEventData/BLMITT41/Acquisition,,,"(40,)",float32
/AwakeEventData/BLMITT41/Acquisition/calLosses_unit,4,,,,
/AwakeEventData/BLMITT41/Acquisition/calLosses_unitExponent,5,,,,
/AwakeEventData/BLMITT41/Acquisition/calThresholds,/AwakeEventData/BLMITT41/Acquisition,,,"(40,)",float32
/AwakeEventData/BLMITT41/Acquisition/channelNames,/AwakeEventData/BLMITT41/Acquisition,,,"(15,)",|S15
/AwakeEventData/BLMITT41/Acquisition/deviceName,6,,,,
/AwakeEventData/BLMITT41/Acquisition/enableExtFlagBIC,/AwakeEventData/BLMITT41/Acquisition,,,"(2,)",int32
/AwakeEventData/BLMITT41/Acquisition/measStamp,7,,,,
/AwakeEventData/BLMITT41/Acquisition/nbOfChannels,8,,,,
/AwakeEventData/BLMITT41/Acquisition/nbOfMeas,9,,,,
/AwakeEventData/BLMITT41/Acquisition/normLosses,/AwakeEventData/BLMITT41/Acquisition,,,"(40,)",float32
/AwakeEventData/BLMITT41/Acquisition/observables,10,,,,
/AwakeEventData/BLMITT41/Acquisition/rawLosses,/AwakeEventData/BLMITT41/Acquisition,,,"(40,)",int16
/AwakeEventData/BLMITT41/Acquisition/superCycleNb,/AwakeEventData/BLMITT41/Acquisition,,17,"(1,)",int32
/AwakeEventData/BLMITT41/Acquisition/totalGains,/AwakeEventData/BLMITT41/Acquisition,,,"(5,)",int32
